bill_type,bill_year,bill_congress,rouge_l,rouge_1,rouge_2,rouge_3,bleu_score
hr,113,977,0.165577342,0.178649237,0.157549234,0.10989011,0.809106712
hr,113,978,0.37244898,0.540816327,0.446337308,0.329351536,0.456771762
hr,113,979,0.48395967,0.801099908,0.620752984,0.423183073,0.502920441
hr,113,97,0.428227747,0.683239775,0.573493976,0.45695897,0.448167293
hr,113,981,0.478952292,0.883068288,0.702905342,0.523943662,0.49933259
hr,113,982,0.410891089,0.637376238,0.565055762,0.437965261,0.433302514
hr,113,983,0.236342321,0.277608441,0.26131832,0.227646092,0.312606869
hr,113,984,0.444444444,0.912037037,0.689095128,0.462790698,0.513460109
hr,113,985,0.345374449,0.422907489,0.40070609,0.348364279,0.424746759
hr,113,986,0.351648352,0.531135531,0.423853211,0.290441176,0.46530243
hr,113,987,0.35,0.63,0.428093645,0.275167785,0.619112838
hr,113,988,0.465201465,0.703296703,0.551470588,0.472324723,0.656654859
hr,113,989,0.461538462,0.617521368,0.505353319,0.360515021,0.495773418
hr,113,98,0.265014299,0.337464252,0.273161414,0.183732057,0.44798355
hr,113,990,0.265441176,0.328676471,0.304635762,0.219440353,0.34188638
hr,113,991,0.520689655,0.810344828,0.718480138,0.607266436,0.497610665
hr,113,992,0.147646461,0.160514731,0.142324636,0.122753476,0.346645052
hr,113,993,0.430538173,0.708385482,0.597239649,0.445283019,0.500735116
hr,113,994,0.44021164,0.53968254,0.479321315,0.39957492,0.453935683
hr,113,995,0.29789864,0.367119901,0.331683168,0.257744734,0.409873422
hr,113,996,0.232167832,0.27039627,0.254197761,0.219318712,0.32227756
hr,113,997,0.585170341,0.634602538,0.603344482,0.550569324,0.4394428
hr,113,998,0.431428571,0.677142857,0.521489971,0.316091954,0.527565133
hr,113,999,0.464088398,0.674033149,0.611857708,0.486144101,0.442055186
hr,113,99,0.460980036,0.58076225,0.503636364,0.408014572,0.454487747
s,111,3405,0.369327074,0.556077204,0.498172324,0.363826451,0.409073114
s,111,3406,0.646616541,0.872180451,0.701886792,0.602272727,0.553687339
s,111,3407,0.328306265,0.445475638,0.415795587,0.306976744,0.402238984
s,111,3408,0.331360947,0.384615385,0.358714044,0.310753599,0.37675626
s,111,3409,0.398796087,0.45297216,0.435568953,0.386415094,0.417124246
s,111,3411,0.363238512,0.520787746,0.449963477,0.33796635,0.438581624
s,111,3413,0.563039724,0.85492228,0.692041522,0.563258232,0.511862413
s,111,3414,0.337899543,0.430136986,0.393053016,0.348581885,0.393329594
s,111,3415,0.276531637,0.376297288,0.330318258,0.249413342,0.360779725
s,111,3416,0.323249784,0.475367329,0.406926407,0.307025152,0.456232231
s,111,3417,0.350137489,0.542621448,0.466483012,0.321987121,0.44102379
s,111,3418,0.314505777,0.354300385,0.332904884,0.294723295,0.387893245
s,111,3419,0.491666667,0.836111111,0.643454039,0.458100559,0.510879512
s,111,3420,0.168462292,0.205027751,0.173146031,0.136645963,0.358018213
s,111,3422,0.666666667,0.901149425,0.813364055,0.734411085,0.507569719
s,111,3423,0.389839295,0.585795749,0.504411002,0.313766234,0.426401433
s,111,3424,0.319520174,0.401308615,0.365720524,0.307103825,0.387872602
s,111,3425,0.378194208,0.594548552,0.535836177,0.405128205,0.44419078
s,111,3426,0.506666667,0.848484848,0.653705954,0.521315469,0.555523807
s,111,3427,0.270013569,0.291723202,0.279891304,0.240816327,0.408410455
s,111,3428,0.554455446,0.636963696,0.562913907,0.488372093,0.653821306
s,111,3429,0.693877551,0.887755102,0.789366053,0.729508197,0.507649961
s,111,3431,0.383406662,0.516656191,0.475770925,0.407057341,0.406322124
s,111,3432,0.491428571,0.870204082,0.672117743,0.47010647,0.509170818
s,111,3433,0.311934901,0.432188065,0.385520362,0.308876812,0.404220317
s,111,3434,0.243542435,0.287151962,0.273917422,0.219684246,0.342481987
s,111,3435,0.514619883,0.81871345,0.563600783,0.408644401,0.595770597
s,111,3436,0.557037037,0.651851852,0.608308605,0.55423477,0.455336886
s,111,3437,0.395537525,0.470588235,0.45177665,0.385162602,0.36926085
s,111,3438,0.478359909,0.712984055,0.575342466,0.443935927,0.489942207
s,111,3439,0.509463722,0.627760252,0.518167457,0.414556962,0.46516272
s,111,3440,0.413934426,0.795081967,0.514403292,0.367768595,0.61021692
s,111,3443,0.517123288,0.77739726,0.60137457,0.45862069,0.601928336
s,111,3444,0.574595055,0.750213129,0.647309991,0.52352438,0.484288987
s,111,3446,0.326108374,0.431527094,0.376725838,0.293188549,0.385791575
s,111,3448,0.408203125,0.744140625,0.547945205,0.364705882,0.498065728
s,111,3449,0.591071429,0.858928571,0.742397138,0.652329749,0.508389705
s,111,3451,0.837535014,0.93557423,0.848314607,0.805633803,0.541707437
s,111,3452,0.146878033,0.167583306,0.143088378,0.108195659,0.342898338
s,111,3453,0.284775465,0.406352683,0.316885965,0.217343578,0.402196307
s,111,3458,0.341040462,0.468208092,0.404958678,0.291149711,0.389650492
s,111,3459,0.549019608,0.798319328,0.637640449,0.501408451,0.532772275
s,111,3460,0.206314473,0.218818381,0.212073819,0.200312989,0.32300216
s,111,3461,0.246285903,0.283261803,0.266930955,0.228760331,0.340819565
s,111,3462,0.214643932,0.262788365,0.229145729,0.165156093,0.42815084
s,111,3463,0.337543054,0.516647532,0.379746835,0.182237601,0.453260798
s,111,3464,0.168316832,0.191993112,0.177433247,0.138733305,0.308560678
s,111,3465,0.625792812,0.655391121,0.607218684,0.575692964,0.653506962
s,111,3467,0.430213465,0.614121511,0.509868421,0.331136738,0.449883646
s,111,3468,0.284843869,0.380807312,0.327993898,0.216959511,0.410742991
s,111,3470,0.512820513,0.576168929,0.517397882,0.470409712,0.654653671
s,111,3471,0.179628355,0.205092911,0.192837466,0.16678153,0.340721096
s,111,3472,0.418835192,0.721189591,0.524223602,0.343711083,0.53054376
s,111,3475,0.202080238,0.223476969,0.218257508,0.201725677,0.333584054
s,111,3476,0.307768431,0.404750124,0.372461615,0.307387209,0.387601504
s,111,3477,0.484288355,0.513863216,0.513263418,0.500308833,0.390348649
s,111,3478,0.37195122,0.68902439,0.412844037,0.190184049,0.567804001
s,111,3479,0.383347788,0.444058977,0.411815812,0.367275892,0.428121905
s,111,3481,0.36516129,0.47483871,0.427648579,0.345407503,0.413499321
s,111,3482,0.247567147,0.309069677,0.292948968,0.247173489,0.356370772
s,111,3483,0.241448692,0.29054326,0.267418445,0.213623539,0.361114902
s,111,3484,0.364710516,0.516738874,0.486401261,0.434714004,0.375000619
s,111,3485,0.591715976,0.677514793,0.614243323,0.532738095,0.540042721
s,111,3486,0.610051993,0.852686308,0.695652174,0.586387435,0.543454576
s,111,3487,0.416070008,0.551312649,0.492834395,0.388047809,0.378330187
s,111,3488,0.392108508,0.599260173,0.417799753,0.24039653,0.512331529
s,111,3489,0.752623688,0.872563718,0.790977444,0.754147813,0.583761167
s,111,3491,0.359322034,0.484067797,0.430414121,0.320870156,0.415801658
s,111,3492,0.365724382,0.429328622,0.389380531,0.317375887,0.432495898
s,111,3493,0.526690391,0.841281139,0.689950107,0.521056388,0.461586838
s,111,3494,0.471406491,0.644513138,0.585139319,0.491472868,0.443984405
s,111,3495,0.133963219,0.139362241,0.13164557,0.108053351,0.284255538
s,111,3496,0.414930556,0.692708333,0.516521739,0.371080139,0.477452787
s,111,3497,0.344769874,0.457740586,0.42881072,0.32774518,0.376570223
s,111,3498,0.354755784,0.464438732,0.398283262,0.299226139,0.431887861
s,111,3501,0.377118644,0.610169492,0.429787234,0.260683761,0.543032147
s,111,3502,0.364835165,0.681318681,0.485651214,0.288248337,0.556854412
s,111,3503,0.767479675,0.894308943,0.779771615,0.720130933,0.555997198
s,111,3504,0.300171527,0.392795883,0.326460481,0.184165232,0.419996355
s,111,3505,0.389261745,0.559923298,0.478886756,0.340057637,0.421381665
s,111,3507,0.450828729,0.815469613,0.719822813,0.603773585,0.48799615
s,111,3509,0.295218295,0.338877339,0.310679612,0.263011797,0.343114156
s,111,3510,0.378478664,0.693877551,0.372439479,0.175700935,0.589881431
s,111,3511,0.199360341,0.219083156,0.202666667,0.156350053,0.317662262
s,111,3512,0.626506024,0.856760375,0.687248322,0.573351279,0.531122838
s,111,3513,0.339558574,0.64516129,0.296422487,0.126495726,0.543878653
s,111,3514,0.310154525,0.451434879,0.402209945,0.32300885,0.414421486
s,111,3515,0.134905296,0.136451488,0.132637278,0.126499033,0.289806398
s,111,3516,0.090234858,0.09358997,0.089720947,0.08373079,0.246751406
s,111,3517,0.125037302,0.132199343,0.126567164,0.106300388,0.269464927
s,111,3518,0.347795164,0.422475107,0.409252669,0.386039886,0.357578416
s,111,3519,0.448770492,0.692622951,0.58110883,0.430041152,0.478782837
s,111,3520,0.257037944,0.329253366,0.25122549,0.16196319,0.409754212
s,111,3521,0.362741075,0.505539598,0.463244353,0.358405261,0.387683044
s,111,3522,0.455466667,0.677333333,0.616123865,0.474612507,0.40758393
s,111,3523,0.421580928,0.583437892,0.511306533,0.405031447,0.450682548
s,111,3524,0.468975469,0.522366522,0.473988439,0.406657019,0.428023258
s,111,3525,0.508333333,0.822222222,0.590529248,0.393854749,0.556854412
s,111,3527,0.564991334,0.644714038,0.591304348,0.530541012,0.53933963
s,111,3528,0.431034483,0.694827586,0.559585492,0.352941176,0.458303407
s,111,3529,0.375051632,0.506402313,0.466308392,0.373189905,0.398691658
s,111,3530,0.172839506,0.200176367,0.180935569,0.136042403,0.348406196
s,111,3531,0.412731006,0.733059548,0.489711934,0.298969072,0.538650377
s,111,3532,0.410437236,0.53596615,0.495762712,0.420084866,0.440906222
s,111,3534,0.349742836,0.433504776,0.38410596,0.321296979,0.414320563
s,111,3536,0.370069134,0.448149654,0.425722426,0.358452138,0.376357786
s,111,3537,0.342081448,0.433484163,0.393115942,0.319129646,0.399927306
s,111,3538,0.331953331,0.417764396,0.390207156,0.314361101,0.376329405
s,111,3539,0.361968307,0.453711426,0.407685881,0.30292887,0.424830224
s,111,3540,0.249310873,0.299540582,0.269690469,0.22017786,0.342545786
s,111,3541,0.502362205,0.614173228,0.525236593,0.424960506,0.466169811
s,111,3544,0.389576547,0.591530945,0.512720157,0.368386675,0.43786205
s,111,3546,0.29586657,0.359680928,0.310820625,0.225454545,0.407792299
s,111,3547,0.456852792,0.588832487,0.543837357,0.460559796,0.42475338
s,111,3549,0.490153173,0.608315098,0.543462381,0.468178493,0.453999612
s,111,3550,0.280295047,0.366701791,0.324780316,0.230742174,0.357783833
s,111,3552,0.424698795,0.671686747,0.574018127,0.436363636,0.513048402
s,111,3553,0.254341164,0.308478039,0.27198364,0.180143296,0.37623144
s,111,3554,0.656750572,0.846681922,0.717889908,0.595402299,0.509945225
s,111,3555,0.683127572,0.70781893,0.652892562,0.622406639,0.656180748
s,111,3556,0.345844504,0.45308311,0.349462366,0.237196765,0.664863386
s,111,3557,0.367108753,0.549602122,0.472650027,0.316852738,0.397562303
s,111,3558,0.270755423,0.376963351,0.314606742,0.223555889,0.440850165
s,111,3559,0.200179533,0.249551167,0.199460916,0.132194245,0.378983712
s,111,3560,0.491666667,0.758333333,0.640167364,0.512605042,0.635553366
s,111,3561,0.194233687,0.223368741,0.207105982,0.170161045,0.325881648
s,111,3562,0.605263158,0.697368421,0.581497797,0.495575221,0.653987356
s,111,3563,0.364273205,0.506713368,0.413793103,0.293739029,0.413223513
s,111,3565,0.39030303,0.574545455,0.483596598,0.365408039,0.483613625
s,111,3567,0.646216769,0.670756646,0.611909651,0.573195876,0.67936622
s,111,3568,0.299054374,0.386524823,0.343195266,0.232227488,0.395188261
s,111,3569,0.4234375,0.5375,0.516431925,0.473354232,0.439859634
s,111,3570,0.31973466,0.3960199,0.364420843,0.328130189,0.365935733
s,111,3572,0.343247196,0.476840566,0.426549536,0.338055691,0.409940952
s,111,3573,0.511096167,0.809683927,0.752861953,0.697235334,0.460268451
s,111,3575,0.372808893,0.491663104,0.451861361,0.370877944,0.398544251
s,111,3576,0.184628975,0.21819788,0.205037561,0.162687887,0.317592109
s,111,3577,0.215432418,0.255825997,0.230171073,0.174364297,0.388040804
s,111,3578,0.442141623,0.808290155,0.589254766,0.445217391,0.59237236
s,111,3579,0.436111111,0.677777778,0.591098748,0.415041783,0.417000678
s,111,3580,0.357737105,0.494176373,0.431666667,0.330550918,0.448843273
s,111,3582,0.468468468,0.694980695,0.627096774,0.522639069,0.502471652
s,111,3583,0.38623327,0.604206501,0.492661136,0.369329073,0.435645051
s,111,3584,0.418762746,0.566961251,0.521443159,0.411724608,0.433161403
s,111,3585,0.345189068,0.44777237,0.415136755,0.340457443,0.375284688
s,111,3586,0.27617801,0.345549738,0.319790301,0.24671916,0.402526675
s,111,3587,0.233524747,0.275635767,0.253898769,0.205858199,0.339889804
s,111,3589,0.198548471,0.227579057,0.215767635,0.186818889,0.322557702
s,111,3590,0.384806974,0.481942715,0.431421446,0.355805243,0.406295909
s,111,3591,0.212208259,0.238420108,0.229525862,0.202299677,0.298626632
s,111,3592,0.605851979,0.60929432,0.601036269,0.596187175,0.674275179
s,111,3593,0.587586207,0.753103448,0.677731674,0.607489598,0.543032147
s,111,3595,0.341187559,0.505183789,0.448113208,0.294617564,0.394117537
s,111,3596,0.426951301,0.765843896,0.702738811,0.580602007,0.44488396
s,111,3598,0.306717364,0.375158428,0.355738744,0.315989848,0.342213268
s,111,3600,0.261139896,0.332642487,0.280082988,0.161993769,0.377964473
s,111,3602,0.424892704,0.744635193,0.565591398,0.323275862,0.481528242
s,111,3603,0.300816168,0.337349398,0.321275768,0.27403659,0.352638626
s,111,3604,0.426868906,0.797399783,0.605863192,0.472252448,0.505848948
s,111,3605,0.035546425,0.035608678,0.034614786,0.033122685,0.193239597
s,111,3608,0.449472097,0.754147813,0.529500756,0.370257967,0.562341325
s,111,3609,0.398550725,0.724637681,0.567272727,0.489051095,0.60591048
s,111,3610,0.229360383,0.273879966,0.242458416,0.205359661,0.346738453
s,111,3612,0.483493078,0.832800852,0.567769477,0.376470588,0.537572361
s,111,3613,0.37877551,0.548571429,0.487326247,0.30958231,0.432862783
s,111,3614,0.208220416,0.234417344,0.22413014,0.212477396,0.32759878
s,111,3616,0.543247344,0.679817906,0.596651446,0.54351145,0.633458107
s,111,3617,0.388520971,0.646063282,0.445099484,0.270110701,0.468504292
s,111,3618,0.309840857,0.457291328,0.40038999,0.276422764,0.365477553
s,111,3619,0.447322971,0.547495682,0.498269896,0.389948007,0.423672169
s,111,3620,0.587686567,0.76119403,0.659813084,0.554307116,0.475412236
s,111,3621,0.468992248,0.678294574,0.591439689,0.4609375,0.522276137
s,111,3622,0.505827506,0.578088578,0.528037383,0.419203747,0.45886678
s,111,3624,0.329501916,0.459770115,0.412441415,0.277185501,0.374046101
s,111,3625,0.309329994,0.373825924,0.345864662,0.282131661,0.360921322
s,111,3626,0.404347826,0.595652174,0.513601741,0.394335512,0.423299972
s,111,3627,0.447744146,0.532267276,0.482561464,0.375500859,0.431177478
s,111,3629,0.228350266,0.287373004,0.259564165,0.181289384,0.387942467
s,111,3630,0.232515053,0.275127374,0.266110338,0.253364269,0.367599414
s,111,3631,0.26156434,0.344827586,0.314814815,0.227464195,0.365368953
s,111,3633,0.518950437,0.810495627,0.543859649,0.348973607,0.541082269
s,111,3634,0.644957983,0.739495798,0.677894737,0.609704641,0.480820997
s,111,3637,0.526501767,0.584805654,0.56460177,0.546099291,0.454043259
s,111,3639,0.152265861,0.166767372,0.154745114,0.129812538,0.308236583
s,111,3640,0.552742616,0.746835443,0.652542373,0.557446809,0.556472613
s,111,3641,0.392226148,0.71024735,0.589622642,0.390791027,0.439507511
s,111,3642,0.286836935,0.321218075,0.311701082,0.293307087,0.357822414
s,111,3645,0.379935966,0.537886873,0.47486631,0.381564845,0.44268639
s,111,3646,0.411173184,0.587709497,0.510638298,0.365881033,0.469769845
s,111,3647,0.481605351,0.800445931,0.565363128,0.389697648,0.534362183
s,111,3648,0.221704704,0.264555193,0.242424242,0.201586561,0.372889974
s,111,3649,0.479663394,0.835904628,0.5907173,0.383638928,0.575581947
s,111,3650,0.37037037,0.675555556,0.531946508,0.312965723,0.497994803
s,111,3651,0.247135027,0.29795715,0.259351621,0.191712431,0.389815173
s,111,3653,0.510998308,0.815566836,0.594227504,0.408858603,0.557301506
s,111,3654,0.562091503,0.758169935,0.586885246,0.450657895,0.549100487
s,111,3655,0.720198675,0.864238411,0.784411277,0.73255814,0.456121768
s,111,3656,0.408759124,0.817518248,0.55636896,0.393538913,0.554633684
s,111,3658,0.318367347,0.412827988,0.37711617,0.294564582,0.389275419
s,111,3659,0.320323015,0.43965904,0.397844634,0.291235955,0.387428785
s,111,3661,0.238339313,0.266017427,0.253333333,0.225243715,0.307165785
s,111,3662,0.32,0.391,0.361361361,0.283567134,0.38971699
s,111,3664,0.434559453,0.735671514,0.53470437,0.329613734,0.484960889
s,111,3665,0.373952289,0.65377176,0.547449968,0.374919198,0.434093718
s,111,3668,0.24570273,0.257836198,0.254048583,0.241134752,0.353963784
s,111,3669,0.426666667,0.784761905,0.596558317,0.399232246,0.602277449
s,111,3670,0.594059406,0.831683168,0.701532913,0.543812105,0.486654635
s,111,3672,0.392319668,0.533471718,0.486233766,0.411856474,0.413901369
s,111,3673,0.473177442,0.607977992,0.513103448,0.395573997,0.512056845
s,111,3674,0.444666002,0.813559322,0.555444555,0.33033033,0.514809536
s,111,3675,0.243111831,0.311183144,0.272727273,0.198373984,0.412316747
s,111,3678,0.342830009,0.467236467,0.438212928,0.356803045,0.394634128
s,111,3679,0.32031767,0.365320979,0.335321405,0.274717983,0.392012493
s,111,3680,0.427829699,0.791277259,0.511966701,0.362877998,0.50177984
s,111,3682,0.441687345,0.831265509,0.547263682,0.334164589,0.503117181
s,111,3683,0.437739989,0.548546352,0.503020319,0.429906542,0.40084206
s,111,3684,0.584337349,0.721686747,0.66827503,0.599033816,0.436266662
s,111,3685,0.553483808,0.773307164,0.652900688,0.539901478,0.528810868
s,111,3687,0.273359841,0.348906561,0.326368159,0.296812749,0.381980821
s,111,3688,0.304536979,0.426351771,0.364654636,0.259190031,0.413959444
s,111,3690,0.355853966,0.487620646,0.434271315,0.349726776,0.3846805
s,111,3692,0.440506329,0.511392405,0.437659033,0.388746803,0.712300081
s,111,3693,0.558610709,0.706222865,0.634782609,0.568940493,0.466169811
s,111,3694,0.243221035,0.300739523,0.281481481,0.225886232,0.409728011
s,111,3695,0.23432079,0.298372031,0.267022697,0.195565055,0.33694192
s,111,3696,0.407540395,0.675044883,0.510791367,0.282882883,0.457256328
s,111,3697,0.251461988,0.30994152,0.259953162,0.19109027,0.403678845
s,111,3698,0.414376321,0.535940803,0.496296296,0.382415254,0.399358013
s,111,3699,0.43960396,0.534653465,0.512922465,0.447105788,0.520097001
s,111,3700,0.352092352,0.473304473,0.404624277,0.277858177,0.440692863
s,111,3701,0.39157036,0.610469069,0.468345813,0.291751875,0.419604777
s,111,3702,0.294548413,0.379170057,0.327628362,0.248163265,0.424765382
s,111,3703,0.399614829,0.574867597,0.523373494,0.38880849,0.408942711
s,111,3705,0.368387508,0.587635437,0.500319081,0.374440895,0.440290968
s,111,3707,0.238740157,0.273385827,0.261582099,0.228319142,0.345689132
s,111,3709,0.338897319,0.426909459,0.384810127,0.315255955,0.396435445
s,111,3710,0.324186343,0.451818762,0.403833866,0.277671145,0.406463834
s,111,3711,0.227525855,0.265712013,0.243630573,0.181673307,0.353879097
s,111,3712,0.431177446,0.815920398,0.589018303,0.437395659,0.597288066
s,111,3713,0.345528455,0.451219512,0.364562118,0.253061224,0.437142809
s,111,3715,0.274340113,0.373864128,0.303161542,0.217598613,0.383617379
s,111,3716,0.379110251,0.499032882,0.440284054,0.332255979,0.414933859
s,111,3717,0.367827869,0.547131148,0.48,0.394250513,0.425486215
s,111,3718,0.360746372,0.547339323,0.484429066,0.349272349,0.428723285
s,111,3719,0.248962656,0.312586445,0.271468144,0.184466019,0.410188969
s,111,3720,0.747169811,0.890566038,0.72887768,0.657395702,0.534083523
s,111,3722,0.381895332,0.851485149,0.524822695,0.227596017,0.554583035
s,111,3724,0.366729679,0.475110271,0.420189274,0.317119394,0.393543664
s,111,3725,0.269344748,0.316101416,0.291268534,0.252555226,0.347375564
s,111,3727,0.247983871,0.30141129,0.262361251,0.193939394,0.391153664
s,111,3728,0.178907721,0.205900816,0.183417085,0.140791955,0.335541344
s,111,3730,0.473498233,0.750883392,0.598230088,0.45212766,0.475438523
s,111,3731,0.391326794,0.493546722,0.463049096,0.398344542,0.391181291
s,111,3732,0.326018809,0.460815047,0.411302983,0.320754717,0.432467189
s,111,3733,0.376712329,0.536986301,0.481481481,0.388736264,0.441657068
s,111,3734,0.422813688,0.570342205,0.50418888,0.369183829,0.426943113
s,111,3736,0.442338073,0.682464455,0.571202532,0.426307448,0.439098476
s,111,3738,0.33926355,0.50310302,0.413250518,0.290095317,0.386473683
s,111,3739,0.441651706,0.649910233,0.503597122,0.336936937,0.481636172
s,111,3740,0.274236743,0.358864488,0.31849866,0.230810521,0.388905561
s,111,3741,0.183201804,0.206313416,0.193457417,0.176072235,0.337100993
s,111,3743,0.468202765,0.744700461,0.60757156,0.484736355,0.457883137
s,111,3744,0.305506217,0.396092362,0.329181495,0.190730838,0.440746154
s,111,3746,0.244796829,0.326065411,0.278769841,0.20754717,0.386039444
s,111,3747,0.370672098,0.481670061,0.443425076,0.384693878,0.404983431
s,111,3748,0.446991404,0.723495702,0.637015782,0.487068966,0.446450212
s,111,3749,0.435590969,0.807436919,0.636484687,0.464619493,0.53137471
s,111,3750,0.53139458,0.815598149,0.679020516,0.512922465,0.466731947
s,111,3751,0.250864653,0.290984552,0.281430219,0.258481422,0.32636473
s,111,3753,0.299219826,0.410279945,0.366559486,0.284137931,0.387709064
s,111,3754,0.184286302,0.216371863,0.197612186,0.157395962,0.361857494
s,111,3755,0.261076703,0.341114817,0.296614211,0.196658711,0.375235309
s,111,3756,0.342236306,0.498868266,0.42772995,0.299319728,0.394588126
s,111,3757,0.385321101,0.606727829,0.548683405,0.393623544,0.406618524
s,111,3758,0.397163121,0.482269504,0.456483126,0.416370107,0.448006296
s,111,3759,0.663090129,0.901287554,0.784946237,0.693965517,0.543343251
s,111,3761,0.557480315,0.692913386,0.600315956,0.548335975,0.638943104
s,111,3762,0.567612688,0.697829716,0.67001675,0.61512605,0.637430802
s,111,3763,0.221055264,0.258564641,0.243182387,0.219774718,0.337434493
s,111,3764,0.433164129,0.76142132,0.465195246,0.279386712,0.536393204
s,111,3766,0.341129492,0.484883058,0.421473444,0.298456261,0.42004858
s,111,3767,0.363636364,0.647058824,0.418230563,0.166666667,0.4961683
s,111,3768,0.340106952,0.487700535,0.360128617,0.221267454,0.48958597
s,111,3770,0.257382107,0.349933892,0.293780326,0.194260486,0.380888006
s,111,3771,0.407919313,0.567052671,0.54953271,0.487093154,0.365220005
s,111,3774,0.323664122,0.491603053,0.349157734,0.261136713,0.533823506
s,111,3775,0.264876633,0.294629898,0.283224401,0.249273256,0.349452972
s,111,3776,0.28835691,0.377584331,0.346405229,0.263904035,0.402428203
s,111,3777,0.429090909,0.84,0.524590164,0.308394161,0.515630936
s,111,3778,0.361290323,0.612903226,0.359223301,0.201298701,0.560022342
s,111,3780,0.216756982,0.243434764,0.233625365,0.211273486,0.342558626
s,111,3781,0.421948912,0.671712394,0.568720379,0.45014245,0.470977562
s,111,3782,0.44028103,0.461358314,0.457746479,0.44,0.484004796
s,111,3783,0.429090909,0.84,0.524590164,0.308394161,0.515630936
s,111,3784,0.621118012,0.654244306,0.611226611,0.580375783,0.682826775
s,111,3785,0.487966805,0.861410788,0.606816293,0.381348876,0.514690656
s,111,3788,0.344370861,0.513245033,0.42192691,0.336666667,0.656389017
s,111,3789,0.604105572,0.834799609,0.724779628,0.586849853,0.502257394
s,111,3792,0.224809673,0.254366323,0.243836844,0.220726783,0.363660109
s,111,3794,0.439909297,0.743764172,0.561363636,0.387243736,0.505186927
s,111,3796,0.500976944,0.520515826,0.505279625,0.468101761,0.366424334
s,111,3797,0.418708241,0.716035635,0.530657748,0.319196429,0.416209752
s,111,3798,0.296806512,0.349405135,0.338557994,0.291274325,0.391691349
s,111,3801,0.36259542,0.56870229,0.432950192,0.296153846,0.520449968
s,111,3802,0.395273899,0.708915145,0.482238967,0.27184466,0.562341325
s,111,3804,0.175576815,0.199212155,0.185247748,0.155492958,0.325958263
s,111,3805,0.426573427,0.792540793,0.581775701,0.386416862,0.547167685
s,111,3806,0.081302566,0.085184386,0.080888697,0.075512406,0.257497494
s,111,3807,0.360836084,0.464246425,0.407938258,0.298342541,0.459727577
s,111,3808,0.377033493,0.514832536,0.406519655,0.288184438,0.458610272
s,111,3809,0.673758865,0.907801418,0.772241993,0.671428571,0.579883679
s,111,3810,0.512735327,0.599114064,0.576496674,0.540510544,0.435153215
s,111,3811,0.737691687,0.868442292,0.792239289,0.710931174,0.47775596
s,111,3812,0.349514563,0.518446602,0.406614786,0.235867446,0.481263083
s,111,3817,0.173369452,0.201708689,0.180946425,0.140980188,0.317884276
s,111,3818,0.437012263,0.827201784,0.556424581,0.356103024,0.514617862
s,111,3819,0.427710843,0.698795181,0.495468278,0.360606061,0.582102524
s,111,3820,0.368600683,0.505119454,0.435575827,0.338285714,0.477867869
s,111,3821,0.554962647,0.868729989,0.731550802,0.628081458,0.506857625
s,111,3822,0.531496063,0.625984252,0.541501976,0.46031746,0.572590174
s,111,3823,0.43444227,0.567514677,0.514734774,0.429980276,0.660632864
s,111,3824,0.148443735,0.162011173,0.1500998,0.129792332,0.29749565
s,111,3825,0.473200613,0.774885145,0.65797546,0.503840246,0.480082918
s,111,3829,0.420549582,0.764635603,0.560479042,0.345738295,0.493735715
s,111,3830,0.459530026,0.696257615,0.62423714,0.494323144,0.469960692
s,111,3831,0.175275682,0.218804411,0.198606272,0.165020337,0.344271666
s,111,3832,0.361660079,0.369565217,0.36039604,0.353174603,0.450700382
s,111,3833,0.334211914,0.422772799,0.395778364,0.322239831,0.382881004
s,111,3834,0.72854641,0.77408056,0.748681898,0.705467372,0.559081238
s,111,3835,0.458961474,0.845896147,0.629194631,0.438655462,0.499589659
s,111,3836,0.380769231,0.661538462,0.613899614,0.554263566,0.654862592
s,111,3837,0.468606432,0.532924962,0.491551459,0.440677966,0.501047126
s,111,3838,0.356143079,0.578538103,0.471962617,0.346333853,0.456252781
s,111,3840,0.285350318,0.378343949,0.326530612,0.229885057,0.405622763
s,111,3841,0.190383681,0.203982516,0.198347107,0.181021898,0.353983302
s,111,3842,0.212477928,0.260741613,0.233215548,0.173246906,0.339172879
s,111,3843,0.412761715,0.632103689,0.553446553,0.41041041,0.465757939
s,111,3844,0.663908997,0.866597725,0.754404145,0.693665628,0.539547268
s,111,3845,0.247693598,0.298015096,0.278601399,0.213266163,0.338601993
s,111,3846,0.383184011,0.596829773,0.489993099,0.356599862,0.449310398
s,111,3850,0.510035419,0.661157025,0.598816568,0.488730724,0.484596852
s,111,3851,0.589361702,0.793617021,0.626865672,0.527777778,0.47199915
s,111,3853,0.135267521,0.143556895,0.136826234,0.116138763,0.3020915
s,111,3854,0.197361993,0.211040547,0.196577017,0.177190406,0.348902312
s,111,3855,0.347619048,0.528571429,0.393794749,0.265550239,0.478973625
s,111,3856,0.183388704,0.212956811,0.195413759,0.152593085,0.299097583
s,111,3857,0.494949495,0.666666667,0.547297297,0.427118644,0.631881876
s,111,3858,0.415537489,0.655826558,0.532126697,0.366273799,0.475366252
s,111,3859,0.309239472,0.364550597,0.35745752,0.323881537,0.390057887
s,111,3860,0.437254902,0.650980392,0.544204322,0.403543307,0.470395882
s,111,3861,0.350282486,0.38700565,0.361922714,0.316981132,0.386153863
s,111,3862,0.482803374,0.565866321,0.518518519,0.442420299,0.436125481
