bill_type,bill_year,bill_congress,rouge_l,rouge_1,rouge_2,rouge_3,bleu_score
s,113,1762,0.265140325,0.350073855,0.314116778,0.24408284,0.379190069
s,113,1763,0.592658908,0.760966876,0.640358744,0.494159928,0.477543837
s,113,1764,0.440957886,0.688687036,0.612076096,0.490472245,0.465943242
s,113,1765,0.505729565,0.883116883,0.736036725,0.579310345,0.471031131
s,113,1766,0.47,0.706666667,0.624373957,0.518394649,0.481528242
s,113,1768,0.548231511,0.647909968,0.589371981,0.475806452,0.435631287
s,113,1769,0.43539823,0.638938053,0.537234043,0.422735346,0.482764182
s,113,176,0.535079514,0.746492049,0.62230553,0.490140845,0.495687563
s,113,1770,0.269490762,0.328977017,0.303112314,0.216704289,0.370821927
s,113,1772,0.456998314,0.876897133,0.636824324,0.433164129,0.480468101
s,113,1773,0.483598875,0.762886598,0.610328638,0.408278457,0.478384602
s,113,1776,0.464069264,0.633766234,0.579358196,0.500434405,0.466091749
s,113,1777,0.277277638,0.32193014,0.299099099,0.247385503,0.347635393
s,113,1778,0.193717277,0.197207679,0.181818182,0.157618214,0.390605311
s,113,1779,0.468996618,0.583990981,0.474576271,0.371460929,0.503344668
s,113,1780,0.548905109,0.718248175,0.63250366,0.543318649,0.533206011
s,113,1781,0.484955752,0.669026549,0.592198582,0.465364121,0.47700385
s,113,1782,0.262264733,0.338784326,0.305649892,0.234167439,0.349169719
s,113,1783,0.177586986,0.199277,0.178119349,0.150610583,0.3189864
s,113,1784,0.333333333,0.453993056,0.398783666,0.274782609,0.402136041
s,113,1785,0.542116631,0.861771058,0.67965368,0.514099783,0.518988682
s,113,1786,0.46395806,0.765399738,0.549277267,0.355731225,0.50755036
s,113,1788,0.446757406,0.837469976,0.700882117,0.559036145,0.462075769
s,113,178,0.374071573,0.559081702,0.488167681,0.379146919,0.442531226
s,113,1790,0.388383182,0.485478977,0.453796095,0.377768129,0.389607732
s,113,1792,0.398275862,0.543103448,0.499136442,0.411764706,0.455537418
s,113,1793,0.305019305,0.423745174,0.377777778,0.272727273,0.39075001
s,113,1794,0.348717949,0.407692308,0.36970475,0.289203085,0.403899266
s,113,1796,0.382133995,0.593548387,0.540486836,0.410740925,0.399450779
s,113,1798,0.504217432,0.850984067,0.634741784,0.504233302,0.48334067
s,113,1799,0.236399604,0.276458952,0.265710045,0.246534653,0.327478357
s,113,179,0.384574749,0.559957739,0.512956108,0.394917946,0.395188261
s,113,1800,0.186219739,0.213221601,0.198508854,0.174440299,0.362362295
s,113,1801,0.330116473,0.407321131,0.397602398,0.363212263,0.340234942
s,113,1802,0.224215247,0.253114101,0.221446384,0.176734898,0.371100187
s,113,1803,0.132954141,0.145514871,0.136778476,0.120450504,0.269096569
s,113,1804,0.308958838,0.38062954,0.354823073,0.266860747,0.374985436
s,113,1806,0.454945055,0.652747253,0.537444934,0.432671082,0.507904117
s,113,1807,0.337711069,0.600375235,0.293785311,0.15879017,0.622632536
s,113,1808,0.224692338,0.254863041,0.234406039,0.198807157,0.362981473
s,113,1809,0.451713396,0.750778816,0.528125,0.26645768,0.522232968
s,113,180,0.605166052,0.765067651,0.710234279,0.645241038,0.569598843
s,113,1811,0.456066946,0.786610879,0.554621849,0.371308017,0.596767099
s,113,1812,0.215471167,0.255977496,0.240360259,0.210081667,0.334989235
s,113,1813,0.275026719,0.34556466,0.33083779,0.283267927,0.350427537
s,113,1814,0.416141236,0.78814628,0.612373737,0.420986094,0.434720872
s,113,1815,0.618518519,0.681481481,0.6133829,0.578358209,0.592067877
s,113,1816,0.423728814,0.506053269,0.463592233,0.396593674,0.473444562
s,113,1817,0.674085851,0.92845787,0.804140127,0.701754386,0.500804508
s,113,1819,0.417879418,0.62993763,0.48125,0.373695198,0.480562283
s,113,1820,0.292553191,0.328014184,0.314387211,0.263345196,0.407596655
s,113,1821,0.489795918,0.703481393,0.584837545,0.472858866,0.499292284
s,113,1822,0.398615917,0.604844291,0.532224532,0.394170715,0.450773786
s,113,1823,0.389380531,0.45526057,0.429133858,0.377339901,0.409809498
s,113,1825,0.416896235,0.523415978,0.463661454,0.359447005,0.450949347
s,113,1826,0.386317907,0.744466801,0.513131313,0.356997972,0.614033347
s,113,1827,0.374871267,0.578784758,0.476780186,0.275077559,0.45360398
s,113,1829,0.502941176,0.767647059,0.651917404,0.538461538,0.587500909
s,113,182,0.377889447,0.731658291,0.565961732,0.361251261,0.50662396
s,113,1830,0.440382942,0.84073107,0.631211857,0.39650655,0.477867869
s,113,1831,0.301918265,0.346121768,0.318864775,0.273182957,0.372721521
s,113,1832,0.158663883,0.171189979,0.150943396,0.109473684,0.809106712
s,113,1833,0.854651163,0.912790698,0.842105263,0.8,0.609628635
s,113,1834,0.435129741,0.590818363,0.501002004,0.406438632,0.644167931
s,113,1835,0.412935323,0.589552239,0.466334165,0.345,0.53182959
s,113,1836,0.288857006,0.363462458,0.312111058,0.197412554,0.363888065
s,113,1837,0.338785047,0.488317757,0.391100703,0.281690141,0.492680442
s,113,1838,0.525280899,0.68258427,0.65915493,0.621468927,0.590944285
s,113,1839,0.490166415,0.774583964,0.597875569,0.435312024,0.581951033
s,113,183,0.324324324,0.494208494,0.381935484,0.261319534,0.494537295
s,113,1841,0.419689119,0.57253886,0.501945525,0.380519481,0.429826424
s,113,1842,0.628637951,0.793946449,0.667444574,0.570760234,0.5174873
s,113,1843,0.269021739,0.356884058,0.330009066,0.250453721,0.383289228
s,113,1849,0.474174428,0.623200677,0.547921968,0.458793543,0.467288401
s,113,184,0.420091324,0.566210046,0.518857143,0.447368421,0.420279927
s,113,1850,0.338489536,0.478616924,0.419325433,0.297716895,0.440144634
s,113,1853,0.284210526,0.377033493,0.336206897,0.253116012,0.392290314
s,113,1854,0.52238806,0.895522388,0.680798005,0.5275,0.55011703
s,113,1855,0.352941176,0.53092006,0.414523449,0.303490137,0.653444702
s,113,1856,0.582938389,0.696682464,0.595238095,0.511961722,0.657375329
s,113,1858,0.22972096,0.276443868,0.255194805,0.211825861,0.34813687
s,113,185,0.25824483,0.321408608,0.299776286,0.230554001,0.346181747
s,113,1861,0.326797386,0.451706609,0.407703488,0.298181818,0.355614052
s,113,1862,0.522972973,0.62027027,0.587280108,0.521680217,0.439335054
s,113,1863,0.364591148,0.469617404,0.438767844,0.397291196,0.418769738
s,113,1864,0.31842576,0.425760286,0.38172043,0.317773788,0.441568977
s,113,1865,0.448805461,0.827645051,0.574358974,0.386986301,0.522909524
s,113,1866,0.380761523,0.761523046,0.450704225,0.21010101,0.597542864
s,113,1867,0.211317418,0.231653404,0.219371959,0.180973451,0.294485764
s,113,1868,0.329457364,0.546511628,0.369649805,0.22265625,0.613794151
s,113,1869,0.455156951,0.816143498,0.586516854,0.412162162,0.541309854
s,113,186,0.508863399,0.659019812,0.593521421,0.485863874,0.487957721
s,113,1872,0.712280702,0.905263158,0.799295775,0.699646643,0.552725109
s,113,1873,0.272727273,0.344155844,0.317738791,0.247724317,0.347341395
s,113,1874,0.250956389,0.302218822,0.287136294,0.243678161,0.34944846
s,113,1876,0.178036606,0.212423738,0.18590455,0.143253748,0.33620451
s,113,1877,0.276852384,0.346352671,0.321264368,0.258194365,0.33002792
s,113,1879,0.368638239,0.449335167,0.435061955,0.398713826,0.376726889
s,113,1880,0.712280702,0.905263158,0.799295775,0.699646643,0.552725109
s,113,1882,0.43554007,0.557491289,0.482517483,0.438596491,0.669757403
s,113,1883,0.439770554,0.791586998,0.586206897,0.347408829,0.52604632
s,113,1885,0.344100198,0.471984179,0.434323432,0.33311302,0.401366254
s,113,1887,0.368633791,0.502829426,0.425910931,0.326034063,0.436815973
s,113,1888,0.339229969,0.466181061,0.433785193,0.351097179,0.453023749
s,113,188,0.504803493,0.859388646,0.684164479,0.515337423,0.516973154
s,113,1890,0.441791045,0.575124378,0.526420738,0.465534466,0.453224015
s,113,1891,0.34306957,0.460966543,0.427432217,0.370409792,0.412900454
s,113,1892,0.286225403,0.388193202,0.349149508,0.255376344,0.376269522
s,113,1893,0.273785079,0.334017796,0.310273973,0.252912954,0.356297119
s,113,1894,0.500857633,0.714694111,0.658271322,0.554727794,0.429855124
s,113,1895,0.505869797,0.657417289,0.598930481,0.516613076,0.493858843
s,113,1896,0.371069182,0.750524109,0.546218487,0.355789474,0.51674262
s,113,1897,0.104234001,0.107627666,0.104735736,0.100387973,0.246165899
s,113,1898,0.209713574,0.234620174,0.214801894,0.19047619,0.320172425
s,113,1899,0.434695912,0.819541376,0.583416583,0.372372372,0.495600406
s,113,189,0.569611307,0.767491166,0.668082095,0.534372785,0.449937865
s,113,18,0.096871847,0.108980827,0.083056957,0.067503245,0.287647825
s,113,1901,0.635616438,0.843835616,0.742909424,0.630614115,0.525280603
s,113,1902,0.598006645,0.9213732,0.796892342,0.714126808,0.537284966
s,113,1903,0.217336152,0.279069767,0.220905628,0.144006777,0.38647967
s,113,1905,0.247619048,0.275205255,0.25698324,0.239394936,0.344693962
s,113,1906,0.854994629,0.902255639,0.87621098,0.84789644,0.524138463
s,113,1907,0.739478958,0.897795591,0.773092369,0.680080483,0.535478073
s,113,190,0.403877221,0.458804523,0.444084279,0.390243902,0.488021778
s,113,1910,0.614736842,0.888421053,0.742616034,0.610993658,0.508382139
s,113,1911,0.184659091,0.216619318,0.196447602,0.152452026,0.300711393
s,113,1912,0.374501992,0.435590969,0.404793609,0.323097463,0.46291005
s,113,1913,0.469255663,0.754045307,0.477272727,0.276872964,0.579966332
s,113,1914,0.673684211,0.835087719,0.76056338,0.703180212,0.627558734
s,113,1915,0.452621895,0.811407544,0.597235023,0.411819021,0.509253224
s,113,1918,0.673828125,0.91015625,0.755381605,0.621568627,0.499246797
s,113,1919,0.434662999,0.525447043,0.397241379,0.301521438,0.523224162
s,113,191,0.404894327,0.672969967,0.572383073,0.385730212,0.412001908
s,113,1921,0.372282609,0.413043478,0.394557823,0.369209809,0.40397285
s,113,1922,0.470686767,0.641541039,0.570469799,0.457142857,0.472250645
s,113,1924,0.653932584,0.907865169,0.781531532,0.674943567,0.521556937
s,113,1925,0.38941076,0.45175064,0.435042735,0.390076989,0.375539809
s,113,1927,0.438108484,0.675938804,0.590529248,0.414225941,0.417000678
s,113,1928,0.433488372,0.859534884,0.615097856,0.414565826,0.497503893
s,113,1929,0.507936508,0.767857143,0.660039761,0.527888446,0.489623989
s,113,192,0.502555366,0.722316865,0.658703072,0.560683761,0.449631054
s,113,1930,0.398462524,0.620115311,0.50801796,0.371226718,0.438275713
s,113,1933,0.332520722,0.484641638,0.450951684,0.394723986,0.390636889
s,113,1934,0.331147541,0.472131148,0.410509031,0.332236842,0.453015858
s,113,1936,0.320094843,0.390041494,0.332344214,0.270944742,0.412930538
s,113,1937,0.416558862,0.608020699,0.485084306,0.345903771,0.517745334
s,113,1938,0.35446906,0.453781513,0.391736802,0.268199234,0.425789607
s,113,1940,0.722413793,0.846551724,0.754749568,0.6816609,0.525093703
s,113,1941,0.621359223,0.821359223,0.760700389,0.693957115,0.476564629
s,113,1943,0.279369628,0.339541547,0.321146953,0.254662841,0.345496654
s,113,1946,0.307541626,0.450538688,0.359175662,0.239921337,0.477566014
s,113,1947,0.498168498,0.791208791,0.567931457,0.42208589,0.532898599
s,113,1948,0.39322444,0.480338778,0.44579043,0.371134021,0.403655341
s,113,194,0.388732394,0.723943662,0.542372881,0.354107649,0.534362183
s,113,1951,0.554371002,0.656716418,0.581196581,0.483940043,0.503344668
s,113,1952,0.322580645,0.412903226,0.358264081,0.273820537,0.443497552
s,113,1953,0.197674419,0.255813953,0.210582011,0.148305085,0.388272678
s,113,1954,0.434072345,0.511085181,0.432748538,0.384525205,0.503125904
s,113,1956,0.305422648,0.346092504,0.321628093,0.28514377,0.368178366
s,113,1958,0.521212121,0.790909091,0.534954407,0.37804878,0.594603558
s,113,1959,0.338753388,0.379403794,0.356852103,0.327445652,0.405034513
s,113,195,0.252771619,0.30864745,0.280514869,0.210573079,0.34851017
s,113,1960,0.326075412,0.379182156,0.341307815,0.276742948,0.381290536
s,113,1961,0.172517123,0.184931507,0.176445396,0.157240788,0.29707347
s,113,1962,0.33943662,0.429577465,0.401974612,0.353107345,0.42475338
s,113,1964,0.354340071,0.596908442,0.42193087,0.246117085,0.502861662
s,113,1965,0.567088608,0.650632911,0.573604061,0.506361323,0.528295643
s,113,1966,0.358551452,0.436715669,0.400430571,0.331059246,0.377223063
s,113,1967,0.446546831,0.87038789,0.627488152,0.415954416,0.509478807
s,113,1968,0.159595173,0.183339821,0.172507788,0.144137125,0.304316403
s,113,1969,0.242394743,0.285714286,0.265887509,0.220706456,0.330503952
s,113,196,0.38832315,0.597420231,0.508497621,0.348536419,0.407142053
s,113,1972,0.124345953,0.126808249,0.123190638,0.117719569,0.312573789
s,113,1973,0.217379156,0.259290305,0.245457087,0.217062937,0.350618128
s,113,1974,0.419652752,0.497229405,0.465804067,0.412874584,0.362989765
s,113,1975,0.427840328,0.691914023,0.518974359,0.353545735,0.495543795
s,113,1976,0.279601623,0.358539284,0.338870432,0.268932397,0.364228322
s,113,1978,0.313426854,0.403206413,0.352186121,0.279405861,0.373339281
s,113,197,0.396694215,0.47107438,0.400552486,0.326869806,0.517685731
s,113,1981,0.543840178,0.799112098,0.714126808,0.624303233,0.491087208
s,113,1984,0.377729258,0.655021834,0.461706783,0.236842105,0.491087208
s,113,1985,0.325666973,0.436062557,0.377880184,0.260387812,0.444675163
s,113,1986,0.723845429,0.840716305,0.747875354,0.649006623,0.505869294
s,113,1987,0.395087001,0.632548618,0.523076923,0.376156218,0.479878207
s,113,1988,0.694711538,0.725961538,0.708433735,0.671497585,0.555295993
s,113,1989,0.165846803,0.184586554,0.179985939,0.167409144,0.318891822
s,113,198,0.525798526,0.846846847,0.679245283,0.488085456,0.515187382
s,113,1990,0.405238829,0.68412943,0.557098765,0.369397218,0.435893164
s,113,1994,0.512328767,0.728767123,0.582417582,0.438016529,0.590944285
s,113,1995,0.078210353,0.080464753,0.077356691,0.071645416,0.245181615
s,113,1997,0.168939727,0.186537615,0.169088507,0.137505509,0.358821382
s,113,1998,0.413166856,0.442678774,0.430681818,0.391353811,0.399648772
s,113,199,0.309043928,0.42377261,0.373512675,0.253754531,0.387305454
s,113,19,0.264690312,0.293276866,0.278749338,0.241909814,0.363543285
s,113,1,0.255727224,0.257858284,0.253866667,0.248798719,0.377150767
s,113,2001,0.876237624,0.918316832,0.863523573,0.828358209,0.550897894
s,113,2002,0.401368301,0.618015964,0.505142857,0.345933562,0.475774958
s,113,2003,0.462809917,0.727272727,0.450276243,0.279778393,0.584879242
s,113,2004,0.286178862,0.32601626,0.311635476,0.26465798,0.341570956
s,113,2005,0.206645898,0.277258567,0.218295218,0.157127992,0.406997898
s,113,2006,0.346063913,0.48791894,0.443403591,0.373729476,0.44511995
s,113,2007,0.411504425,0.500884956,0.465899026,0.408687943,0.387521607
s,113,2008,0.366244726,0.599156118,0.437869822,0.291278577,0.487653631
s,113,2009,0.253990285,0.281054823,0.274305556,0.25990271,0.337170705
s,113,200,0.5,0.79368932,0.639902676,0.512195122,0.588713425
s,113,2010,0.323796232,0.446615492,0.391334731,0.307907628,0.427672819
s,113,2011,0.491921005,0.73967684,0.620503597,0.499099099,0.483151116
s,113,2012,0.372649573,0.498290598,0.458511548,0.378424658,0.382032646
s,113,2013,0.406837607,0.735042735,0.606164384,0.437392796,0.4757909
s,113,2014,0.251506024,0.319277108,0.28959276,0.208459215,0.405552821
s,113,2015,0.218332566,0.258866882,0.236866359,0.184416782,0.320774258
s,113,2017,0.425876011,0.838274933,0.621621622,0.409214092,0.522531046
s,113,2019,0.349633252,0.564792176,0.387254902,0.203931204,0.483767085
s,113,2020,0.504405286,0.810572687,0.726269316,0.60840708,0.507409426
s,113,2022,0.105833599,0.10806503,0.103316327,0.097607656,0.273081072
s,113,2023,0.230454655,0.266057253,0.255595668,0.227787142,0.31620581
s,113,2025,0.224855332,0.260126757,0.247036118,0.210758621,0.319876203
s,113,2026,0.587646077,0.667779633,0.609715243,0.541176471,0.620786796
s,113,2027,0.625310174,0.660049628,0.618453865,0.581453634,0.663692848
s,113,2028,0.165163081,0.194309507,0.150104239,0.077940153,0.403865742
s,113,2029,0.344715447,0.533333333,0.46742671,0.305057096,0.44670395
s,113,2030,0.116774791,0.129131912,0.114992272,0.093411692,0.33037107
s,113,2031,0.312707917,0.408516301,0.325116589,0.23215477,0.417316502
s,113,2032,0.402590932,0.529147982,0.499750623,0.429355966,0.39552365
s,113,2033,0.353413655,0.52811245,0.463316583,0.332997988,0.390644321
s,113,2034,0.250583658,0.301945525,0.268691589,0.202650039,0.361397832
s,113,2035,0.46975089,0.519572954,0.49940547,0.450536353,0.47211117
s,113,2037,0.509852217,0.677339901,0.52345679,0.408415842,0.563046457
s,113,2038,0.146833401,0.165120344,0.150100874,0.121888874,0.280144532
s,113,2039,0.345228216,0.524481328,0.463840399,0.349708576,0.460136133
s,113,203,0.628637951,0.793946449,0.667444574,0.570760234,0.5174873
s,113,2040,0.377037562,0.493267186,0.452803407,0.353944563,0.443475363
s,113,2041,0.479285134,0.645004062,0.569568755,0.466177669,0.456209338
s,113,2042,0.291951776,0.362333007,0.328659928,0.259053834,0.358073228
s,113,2043,0.424849699,0.509018036,0.399598394,0.315895372,0.456324098
s,113,2044,0.46407767,0.652427184,0.587548638,0.512670565,0.47491939
s,113,2045,0.332653893,0.45413779,0.428396573,0.357697019,0.384185579
s,113,2046,0.364060677,0.417736289,0.390643275,0.288393904,0.454938124
s,113,2047,0.336858006,0.450151057,0.419062027,0.348484848,0.417226145
s,113,2048,0.467153285,0.817518248,0.641025641,0.481617647,0.592067877
s,113,2049,0.302492607,0.363329109,0.354334038,0.33516716,0.358698476
s,113,2050,0.473967684,0.603231598,0.515315315,0.470162749,0.644381408
s,113,2051,0.421370968,0.629032258,0.503030303,0.36437247,0.495304644
s,113,2052,0.292077088,0.40856531,0.360908701,0.259116259,0.391573856
s,113,2053,0.473083197,0.799347471,0.517184943,0.295566502,0.601150638
s,113,2054,0.359233827,0.436573907,0.405063291,0.332247557,0.364616472
s,113,2055,0.460506706,0.545454545,0.507462687,0.443946188,0.434265428
s,113,2056,0.63394683,0.670756646,0.599589322,0.569072165,0.667760463
s,113,2057,0.647181628,0.668058455,0.612159329,0.581052632,0.673749946
s,113,2058,0.35334873,0.43187067,0.391203704,0.331786543,0.460520381
s,113,205,0.389937107,0.529699511,0.461861442,0.367203924,0.44037379
s,113,2060,0.404403244,0.541135574,0.484918794,0.418118467,0.422407995
s,113,2061,0.120728929,0.132118451,0.108323831,0.068493151,0.368496549
s,113,2063,0.435695538,0.797900262,0.644736842,0.451187335,0.503984379
s,113,2064,0.371512482,0.43979442,0.406318883,0.365441176,0.378234031
s,113,2065,0.287086446,0.410885806,0.340811966,0.197860963,0.407402175
s,113,2068,0.229102167,0.306059266,0.253209385,0.17013735,0.391706559
s,113,206,0.454425363,0.755614267,0.543046358,0.345285525,0.505877904
s,113,2070,0.29865643,0.380806142,0.350364964,0.31218762,0.3843911
s,113,2071,0.444924406,0.634989201,0.484848485,0.288503254,0.557301506
s,113,2072,0.21884883,0.25426945,0.233058898,0.16994293,0.384260466
s,113,2073,0.305912596,0.393316195,0.350515464,0.281653747,0.46080439
s,113,2074,0.077892526,0.083493786,0.077906162,0.068289266,0.251813535
s,113,2075,0.704191617,0.80239521,0.722689076,0.664259928,0.584374784
s,113,2076,0.364875095,0.535957608,0.462471569,0.344722855,0.444241912
s,113,2078,0.645357686,0.815829528,0.677862595,0.575803982,0.548368839
s,113,2079,0.367941712,0.499089253,0.428832117,0.33820841,0.441082115
s,113,207,0.631346578,0.774834437,0.705752212,0.636363636,0.512690449
s,113,2080,0.162401575,0.171259843,0.165928114,0.154187192,0.315929337
s,113,2081,0.449074074,0.766975309,0.644513138,0.503095975,0.480523221
s,113,2082,0.165579813,0.192798412,0.175886525,0.147033778,0.338871436
s,113,2083,0.458923513,0.719546742,0.545454545,0.358974359,0.596809917
s,113,2084,0.372659176,0.43071161,0.427767355,0.411654135,0.442187163
s,113,2085,0.511322133,0.750913075,0.66861741,0.546520147,0.464744846
s,113,2086,0.373170732,0.617073171,0.522588523,0.355745721,0.430048448
s,113,2087,0.409803922,0.621568627,0.565815324,0.462598425,0.48812041
s,113,2088,0.315447154,0.367479675,0.34834509,0.308527974,0.387948928
s,113,2089,0.247838617,0.344380403,0.261183261,0.199421965,0.433182013
s,113,208,0.580016247,0.740861089,0.69812856,0.621026895,0.467589974
s,113,2090,0.295782168,0.370528564,0.333511491,0.248261102,0.386985711
s,113,2091,0.211258697,0.233396584,0.223417722,0.195693477,0.334669365
s,113,2092,0.447552448,0.574698029,0.539783577,0.475462078,0.395099064
s,113,2095,0.304845815,0.401762115,0.372462489,0.297082228,0.41951491
s,113,2096,0.104177971,0.114487249,0.102605863,0.082563824,0.321504687
s,113,2098,0.428571429,0.7,0.581661891,0.362068966,0.512163579
s,113,2099,0.313024444,0.352426122,0.332238043,0.27475338,0.348080271
s,113,20,0.56,0.67,0.608695652,0.55033557,0.654203086
s,113,2101,0.539923954,0.718631179,0.561068702,0.436781609,0.602424292
s,113,2103,0.65303141,0.759678598,0.716898317,0.649084249,0.448405293
s,113,2104,0.446258503,0.778231293,0.657571623,0.53625171,0.588902996
s,113,2105,0.252354049,0.312617702,0.223062382,0.170777989,0.506838132
s,113,2106,0.55687974,0.849404117,0.642779587,0.509249184,0.520283717
s,113,2107,0.24537037,0.294238683,0.266083376,0.233264676,0.33998929
s,113,2109,0.17936615,0.213081591,0.162052667,0.101419878,0.407075488
s,113,210,0.336575875,0.556420233,0.389863548,0.17578125,0.465586862
s,113,2111,0.55026455,0.772486772,0.647787611,0.575488455,0.580496709
s,113,2113,0.23296536,0.293110011,0.251428571,0.175371712,0.361220469
s,113,2114,0.439226519,0.657458564,0.561549101,0.450138504,0.431036465
s,113,2115,0.327321309,0.443553774,0.401337793,0.330877428,0.416775819
s,113,2116,0.332629356,0.385427666,0.369978858,0.321693122,0.371166405
s,113,2117,0.403933434,0.649016641,0.537878788,0.397572079,0.462527053
s,113,2119,0.280503145,0.349685535,0.311083123,0.219419924,0.386097395
s,113,211,0.372830189,0.446792453,0.374905518,0.298258895,0.443751036
s,113,2120,0.486542443,0.670807453,0.493775934,0.324324324,0.472870805
s,113,2121,0.393351801,0.659279778,0.428969359,0.330532213,0.700752976
s,113,2123,0.427307206,0.831858407,0.618504436,0.465057179,0.535327611
s,113,2125,0.275618375,0.322059566,0.302172815,0.263024785,0.378820053
s,113,2126,0.387806097,0.56071964,0.452226113,0.263395093,0.393090214
s,113,2127,0.436416185,0.719653179,0.52173913,0.377906977,0.558701384
s,113,2128,0.57029703,0.578217822,0.552683897,0.53493014,0.651355562
s,113,2129,0.264440433,0.347472924,0.312556459,0.245027125,0.38144312
s,113,212,0.473498233,0.621908127,0.574468085,0.544483986,0.656180748
s,113,2130,0.468137255,0.598039216,0.548466258,0.459459459,0.433277396
s,113,2131,0.108935129,0.116585067,0.108968473,0.09491733,0.282239642
s,113,2134,0.412844037,0.865443425,0.588957055,0.326153846,0.552168207
s,113,2135,0.291931097,0.32275612,0.305177112,0.263876251,0.417452223
s,113,2136,0.432971014,0.742753623,0.620689655,0.438181818,0.465757939
s,113,2138,0.426716141,0.820037106,0.641263941,0.404096834,0.522665459
s,113,2139,0.441136671,0.807848444,0.635501355,0.446404342,0.46628631
s,113,213,0.411428571,0.693333333,0.378585086,0.211132438,0.624176947
s,113,2140,0.362989324,0.466903915,0.421952958,0.336902213,0.402389551
s,113,2141,0.297707459,0.381013884,0.347011309,0.261235047,0.341461156
s,113,2142,0.220858896,0.249174139,0.241265345,0.222484648,0.316099695
s,113,2143,0.417582418,0.634432234,0.582538518,0.468772961,0.466109033
s,113,2144,0.811009174,0.833027523,0.791896869,0.757855823,0.555965576
s,113,2145,0.230210325,0.263862333,0.255644853,0.220605132,0.336270475
s,113,2150,0.462821404,0.605976372,0.52052888,0.426480836,0.430814628
s,113,2151,0.401805869,0.55379985,0.479276564,0.345660377,0.437653008
s,113,2153,0.255671588,0.291681671,0.277477477,0.253155427,0.353890126
s,113,2154,0.54674221,0.855524079,0.698863636,0.581196581,0.596430318
s,113,2155,0.22463482,0.25740229,0.242890995,0.219676017,0.314254922
s,113,2159,0.387211368,0.518650089,0.457295374,0.335115865,0.448030427
s,113,215,0.423432682,0.610483042,0.519052523,0.408668731,0.483636592
s,113,2160,0.250619469,0.314336283,0.26638328,0.20134704,0.353740268
s,113,2161,0.661857529,0.854824166,0.751580849,0.644343891,0.505984147
s,113,2162,0.375545852,0.610106051,0.504684572,0.351469669,0.432701677
s,113,2164,0.337466307,0.485175202,0.419859687,0.314424635,0.414496056
s,113,2165,0.347826087,0.509661836,0.442563482,0.326876513,0.412829049
s,113,2166,0.444740346,0.740346205,0.544726302,0.353413655,0.502257394
s,113,2167,0.407407407,0.493121693,0.460805085,0.409331919,0.393574785
s,113,2168,0.505142857,0.802285714,0.568155785,0.388059701,0.544219109
s,113,2169,0.473622509,0.658851114,0.575793184,0.499411072,0.592556699
s,113,216,0.335671883,0.483540205,0.419232847,0.314764738,0.414496056
s,113,2171,0.130939347,0.147142544,0.133187295,0.104317335,0.307992846
s,113,2172,0.587332054,0.833013436,0.655769231,0.518304432,0.480685583
s,113,2174,0.528468767,0.599226092,0.572219148,0.530747922,0.429807983
s,113,2177,0.176715177,0.181219681,0.175043328,0.166782247,0.291707397
s,113,2178,0.294422082,0.326624497,0.315486471,0.281268012,0.382185336
s,113,2179,0.558375635,0.883248731,0.692111959,0.535714286,0.506517043
s,113,217,0.395973154,0.467561521,0.434490482,0.358744395,0.388557858
s,113,2181,0.194706559,0.231070196,0.210453603,0.170928358,0.334413704
s,113,2182,0.215351234,0.233251966,0.231750339,0.216128156,0.317290731
s,113,2184,0.558718861,0.644128114,0.571428571,0.519713262,0.661509618
s,113,2185,0.640973631,0.665314402,0.606924644,0.580777096,0.65965342
s,113,2186,0.611235955,0.705617978,0.659142212,0.603174603,0.553822336
s,113,2187,0.473304473,0.790764791,0.599131693,0.473149492,0.582165951
s,113,2188,0.45821727,0.745125348,0.629009763,0.479050279,0.460268451
s,113,218,0.527881041,0.715613383,0.612662942,0.483208955,0.468892188
s,113,2190,0.521536671,0.84749709,0.686114352,0.498245614,0.526640388
s,113,2191,0.303730018,0.440497336,0.34341637,0.235294118,0.436619538
s,113,2192,0.565176023,0.892483349,0.71115348,0.576886342,0.520972789
s,113,2193,0.347319347,0.501165501,0.437572929,0.323598131,0.424049105
s,113,2195,0.570542636,0.837209302,0.709175739,0.611544462,0.510185852
s,113,2196,0.327754533,0.405857741,0.381284916,0.335664336,0.406708216
s,113,2197,0.389233954,0.625258799,0.482328482,0.342379958,0.646037929
s,113,219,0.43219076,0.774962742,0.526158445,0.335832084,0.549563668
s,113,21,0.526756631,0.593764542,0.572892408,0.522144522,0.387562203
s,113,2200,0.260697828,0.319947334,0.291364535,0.245544554,0.405300457
s,113,2201,0.444790047,0.566096423,0.505460218,0.444444444,0.630938061
s,113,2202,0.234997196,0.274817723,0.259820426,0.224592925,0.339947123
s,113,2203,0.389680923,0.783435166,0.515295717,0.306330837,0.484057512
s,113,2204,0.23583815,0.288246628,0.259930582,0.179081436,0.34684889
s,113,2205,0.482435597,0.796252927,0.55399061,0.369411765,0.541176575
s,113,2206,0.364810331,0.527845036,0.452708165,0.306072874,0.44991295
s,113,2207,0.443762781,0.614519427,0.551688843,0.450819672,0.419018361
s,113,220,0.238352133,0.289357528,0.272950417,0.241769042,0.371046887
s,113,2210,0.266560255,0.320031923,0.302715655,0.250999201,0.339930318
s,113,2211,0.422338569,0.617801047,0.526223776,0.404553415,0.454699168
